job,machine,btw,perm,perm_idx,betweenness_mean
0,3,0.05441176470588235,"(0, 2, 17, 14)",1574,0.058417585784313726
1,0,0.05808823529411765,"(0, 2, 17, 14)",1574,0.058417585784313726
1,2,0.05784313725490195,"(0, 2, 17, 14)",1574,0.058417585784313726
1,1,0.05992647058823528,"(0, 2, 17, 14)",1574,0.058417585784313726
1,3,0.04093137254901961,"(0, 2, 17, 14)",1574,0.058417585784313726
2,2,0.06115196078431372,"(0, 2, 17, 14)",1574,0.058417585784313726
2,3,0.07573529411764705,"(0, 2, 17, 14)",1574,0.058417585784313726
2,1,0.057720588235294114,"(0, 2, 17, 14)",1574,0.058417585784313726
2,0,0.07401960784313726,"(0, 2, 17, 14)",1574,0.058417585784313726
3,2,0.039460784313725496,"(0, 2, 17, 14)",1574,0.058417585784313726
3,1,0.05281862745098039,"(0, 2, 17, 14)",1574,0.058417585784313726
3,0,0.07267156862745096,"(0, 2, 17, 14)",1574,0.058417585784313726
3,3,0.04975490196078431,"(0, 2, 17, 14)",1574,0.058417585784313726
0,0,0.03977591036414566,"(0, 2, 17, 20)",1580,0.05273984593837535
0,1,0.05477941176470588,"(0, 2, 17, 20)",1580,0.05273984593837535
0,2,0.05502450980392156,"(0, 2, 17, 20)",1580,0.05273984593837535
0,3,0.03953081232492997,"(0, 2, 17, 20)",1580,0.05273984593837535
1,0,0.03953081232492997,"(0, 2, 17, 20)",1580,0.05273984593837535
1,2,0.05502450980392157,"(0, 2, 17, 20)",1580,0.05273984593837535
1,1,0.05477941176470588,"(0, 2, 17, 20)",1580,0.05273984593837535
1,3,0.03977591036414566,"(0, 2, 17, 20)",1580,0.05273984593837535
2,2,0.05808823529411765,"(0, 2, 17, 20)",1580,0.05273984593837535
2,3,0.04761904761904762,"(0, 2, 17, 20)",1580,0.05273984593837535
2,1,0.054429271708683474,"(0, 2, 17, 20)",1580,0.05273984593837535
2,0,0.07267156862745097,"(0, 2, 17, 20)",1580,0.05273984593837535
3,3,0.07267156862745099,"(0, 2, 17, 20)",1580,0.05273984593837535
3,1,0.054429271708683474,"(0, 2, 17, 20)",1580,0.05273984593837535
3,0,0.04761904761904762,"(0, 2, 17, 20)",1580,0.05273984593837535
3,2,0.05808823529411765,"(0, 2, 17, 20)",1580,0.05273984593837535
0,0,0.046568627450980386,"(0, 2, 17, 22)",1582,0.0541360294117647
0,1,0.058946078431372555,"(0, 2, 17, 22)",1582,0.0541360294117647
0,2,0.058946078431372555,"(0, 2, 17, 22)",1582,0.0541360294117647
0,3,0.046568627450980386,"(0, 2, 17, 22)",1582,0.0541360294117647
1,0,0.04448529411764706,"(0, 2, 17, 22)",1582,0.0541360294117647
1,2,0.05686274509803921,"(0, 2, 17, 22)",1582,0.0541360294117647
1,1,0.05686274509803921,"(0, 2, 17, 22)",1582,0.0541360294117647
1,3,0.04448529411764705,"(0, 2, 17, 22)",1582,0.0541360294117647
2,2,0.044975490196078424,"(0, 2, 17, 22)",1582,0.0541360294117647
2,3,0.05698529411764706,"(0, 2, 17, 22)",1582,0.0541360294117647
2,1,0.05735294117647059,"(0, 2, 17, 22)",1582,0.0541360294117647
2,0,0.06691176470588235,"(0, 2, 17, 22)",1582,0.0541360294117647
3,3,0.06691176470588234,"(0, 2, 17, 22)",1582,0.0541360294117647
3,2,0.057352941176470586,"(0, 2, 17, 22)",1582,0.0541360294117647
3,0,0.05698529411764705,"(0, 2, 17, 22)",1582,0.0541360294117647
3,1,0.04497549019607843,"(0, 2, 17, 22)",1582,0.0541360294117647
0,0,0.04056372549019609,"(0, 2, 18, 20)",1604,0.057291666666666664
0,1,0.05183823529411764,"(0, 2, 18, 20)",1604,0.057291666666666664
0,2,0.06286764705882353,"(0, 2, 18, 20)",1604,0.057291666666666664
0,3,0.06482843137254901,"(0, 2, 18, 20)",1604,0.057291666666666664
1,0,0.057107843137254886,"(0, 2, 18, 20)",1604,0.057291666666666664
1,2,0.06482843137254901,"(0, 2, 18, 20)",1604,0.057291666666666664
1,1,0.05686274509803921,"(0, 2, 18, 20)",1604,0.057291666666666664
1,3,0.05943627450980391,"(0, 2, 18, 20)",1604,0.057291666666666664
2,3,0.06482843137254901,"(0, 2, 18, 20)",1604,0.057291666666666664
2,0,0.06286764705882351,"(0, 2, 18, 20)",1604,0.057291666666666664
2,1,0.05183823529411764,"(0, 2, 18, 20)",1604,0.057291666666666664
2,2,0.04056372549019607,"(0, 2, 18, 20)",1604,0.057291666666666664
3,3,0.059436274509803926,"(0, 2, 18, 20)",1604,0.057291666666666664
3,1,0.056862745098039215,"(0, 2, 18, 20)",1604,0.057291666666666664
3,0,0.06482843137254901,"(0, 2, 18, 20)",1604,0.057291666666666664
3,2,0.05710784313725489,"(0, 2, 18, 20)",1604,0.057291666666666664
0,0,0.03759191176470588,"(0, 2, 19, 6)",1614,0.05775888480392157
0,1,0.05989583333333332,"(0, 2, 19, 6)",1614,0.05775888480392157
0,2,0.05916053921568628,"(0, 2, 19, 6)",1614,0.05775888480392157
0,3,0.043535539215686266,"(0, 2, 19, 6)",1614,0.05775888480392157
1,0,0.038357843137254904,"(0, 2, 19, 6)",1614,0.05775888480392157
1,2,0.05670955882352941,"(0, 2, 19, 6)",1614,0.05775888480392157
1,1,0.06476715686274509,"(0, 2, 19, 6)",1614,0.05775888480392157
1,3,0.046599264705882354,"(0, 2, 19, 6)",1614,0.05775888480392157
2,3,0.10435049019607844,"(0, 2, 19, 6)",1614,0.05775888480392157
2,0,0.06960784313725489,"(0, 2, 19, 6)",1614,0.05775888480392157
2,2,0.04834558823529411,"(0, 2, 19, 6)",1614,0.05775888480392157
2,1,0.07150735294117648,"(0, 2, 19, 6)",1614,0.05775888480392157
3,1,0.059252450980392155,"(0, 2, 19, 6)",1614,0.05775888480392157
3,0,0.04944852941176471,"(0, 2, 19, 6)",1614,0.05775888480392157
3,2,0.06611519607843136,"(0, 2, 19, 6)",1614,0.05775888480392157
3,3,0.048897058823529405,"(0, 2, 19, 6)",1614,0.05775888480392157
0,0,0.054289215686274504,"(0, 2, 19, 15)",1623,0.055484068627450985
0,1,0.05588235294117647,"(0, 2, 19, 15)",1623,0.055484068627450985
0,2,0.05588235294117647,"(0, 2, 19, 15)",1623,0.055484068627450985
0,3,0.054289215686274504,"(0, 2, 19, 15)",1623,0.055484068627450985
1,0,0.04399509803921568,"(0, 2, 19, 15)",1623,0.055484068627450985
1,2,0.054901960784313725,"(0, 2, 19, 15)",1623,0.055484068627450985
1,1,0.054901960784313725,"(0, 2, 19, 15)",1623,0.055484068627450985
1,3,0.04399509803921568,"(0, 2, 19, 15)",1623,0.055484068627450985
2,3,0.06715686274509805,"(0, 2, 19, 15)",1623,0.055484068627450985
2,0,0.05686274509803922,"(0, 2, 19, 15)",1623,0.055484068627450985
2,2,0.05759803921568628,"(0, 2, 19, 15)",1623,0.055484068627450985
2,1,0.05318627450980391,"(0, 2, 19, 15)",1623,0.055484068627450985
3,2,0.05318627450980391,"(0, 2, 19, 15)",1623,0.055484068627450985
3,1,0.057598039215686285,"(0, 2, 19, 15)",1623,0.055484068627450985
3,3,0.05686274509803922,"(0, 2, 19, 15)",1623,0.055484068627450985
3,0,0.06715686274509804,"(0, 2, 19, 15)",1623,0.055484068627450985
0,0,0.07483660130718955,"(0, 2, 19, 19)",1627,0.06137152777777778
0,1,0.08022875816993463,"(0, 2, 19, 19)",1627,0.06137152777777778
0,2,0.05825163398692809,"(0, 2, 19, 19)",1627,0.06137152777777778
0,3,0.07410130718954248,"(0, 2, 19, 19)",1627,0.06137152777777778
1,0,0.04681372549019608,"(0, 2, 19, 19)",1627,0.06137152777777778
1,2,0.06200980392156863,"(0, 2, 19, 19)",1627,0.06137152777777778
1,1,0.06568627450980392,"(0, 2, 19, 19)",1627,0.06137152777777778
1,3,0.0741013071895425,"(0, 2, 19, 19)",1627,0.06137152777777778
2,3,0.060457516339869274,"(0, 2, 19, 19)",1627,0.06137152777777778
2,0,0.06482843137254903,"(0, 2, 19, 19)",1627,0.06137152777777778
2,2,0.05669934640522875,"(0, 2, 19, 19)",1627,0.06137152777777778
2,1,0.04097222222222223,"(0, 2, 19, 19)",1627,0.06137152777777778
3,3,0.060457516339869274,"(0, 2, 19, 19)",1627,0.06137152777777778
3,0,0.06482843137254903,"(0, 2, 19, 19)",1627,0.06137152777777778
3,2,0.05669934640522876,"(0, 2, 19, 19)",1627,0.06137152777777778
3,1,0.04097222222222223,"(0, 2, 19, 19)",1627,0.06137152777777778
0,0,0.04448529411764706,"(0, 2, 20, 11)",1643,0.05413602941176471
0,1,0.05686274509803921,"(0, 2, 20, 11)",1643,0.05413602941176471
0,2,0.05686274509803921,"(0, 2, 20, 11)",1643,0.05413602941176471
0,3,0.04448529411764705,"(0, 2, 20, 11)",1643,0.05413602941176471
1,0,0.04656862745098038,"(0, 2, 20, 11)",1643,0.05413602941176471
1,2,0.05894607843137254,"(0, 2, 20, 11)",1643,0.05413602941176471
1,1,0.058946078431372555,"(0, 2, 20, 11)",1643,0.05413602941176471
1,3,0.04656862745098039,"(0, 2, 20, 11)",1643,0.05413602941176471
2,3,0.06691176470588234,"(0, 2, 20, 11)",1643,0.05413602941176471
2,1,0.057352941176470586,"(0, 2, 20, 11)",1643,0.05413602941176471
2,0,0.056985294117647065,"(0, 2, 20, 11)",1643,0.05413602941176471
2,2,0.04497549019607843,"(0, 2, 20, 11)",1643,0.05413602941176471
3,1,0.04497549019607843,"(0, 2, 20, 11)",1643,0.05413602941176471
3,3,0.05698529411764705,"(0, 2, 20, 11)",1643,0.05413602941176471
3,2,0.057352941176470586,"(0, 2, 20, 11)",1643,0.05413602941176471
3,0,0.06691176470588235,"(0, 2, 20, 11)",1643,0.05413602941176471
0,0,0.03977591036414566,"(0, 2, 20, 17)",1649,0.05273984593837534
0,1,0.05477941176470588,"(0, 2, 20, 17)",1649,0.05273984593837534
0,2,0.05502450980392156,"(0, 2, 20, 17)",1649,0.05273984593837534
0,3,0.03953081232492997,"(0, 2, 20, 17)",1649,0.05273984593837534
1,0,0.03953081232492996,"(0, 2, 20, 17)",1649,0.05273984593837534
1,2,0.05502450980392157,"(0, 2, 20, 17)",1649,0.05273984593837534
1,1,0.05477941176470588,"(0, 2, 20, 17)",1649,0.05273984593837534
1,3,0.03977591036414566,"(0, 2, 20, 17)",1649,0.05273984593837534
2,3,0.07267156862745096,"(0, 2, 20, 17)",1649,0.05273984593837534
2,1,0.054429271708683474,"(0, 2, 20, 17)",1649,0.05273984593837534
2,0,0.04761904761904762,"(0, 2, 20, 17)",1649,0.05273984593837534
2,2,0.05808823529411764,"(0, 2, 20, 17)",1649,0.05273984593837534
3,2,0.05808823529411765,"(0, 2, 20, 17)",1649,0.05273984593837534
3,3,0.047619047619047616,"(0, 2, 20, 17)",1649,0.05273984593837534
3,1,0.054429271708683474,"(0, 2, 20, 17)",1649,0.05273984593837534
3,0,0.07267156862745097,"(0, 2, 20, 17)",1649,0.05273984593837534
0,0,0.046638655462184875,"(0, 2, 20, 23)",1655,0.0531468837535014
0,1,0.05063025210084034,"(0, 2, 20, 23)",1655,0.0531468837535014
0,2,0.05428921568627451,"(0, 2, 20, 23)",1655,0.0531468837535014
0,3,0.04688375350140056,"(0, 2, 20, 23)",1655,0.0531468837535014
1,0,0.050682773109243684,"(0, 2, 20, 23)",1655,0.0531468837535014
1,2,0.05117296918767507,"(0, 2, 20, 23)",1655,0.0531468837535014
1,1,0.05404411764705882,"(0, 2, 20, 23)",1655,0.0531468837535014
1,3,0.050490196078431374,"(0, 2, 20, 23)",1655,0.0531468837535014
2,3,0.059191176470588226,"(0, 2, 20, 23)",1655,0.0531468837535014
2,1,0.05857843137254902,"(0, 2, 20, 23)",1655,0.0531468837535014
2,0,0.047864145658263295,"(0, 2, 20, 23)",1655,0.0531468837535014
2,2,0.05381652661064426,"(0, 2, 20, 23)",1655,0.0531468837535014
3,3,0.05600490196078432,"(0, 2, 20, 23)",1655,0.0531468837535014
3,2,0.057422969187675074,"(0, 2, 20, 23)",1655,0.0531468837535014
3,1,0.04793417366946778,"(0, 2, 20, 23)",1655,0.0531468837535014
3,0,0.06470588235294118,"(0, 2, 20, 23)",1655,0.0531468837535014
0,0,0.042401960784313714,"(0, 2, 21, 1)",1657,0.05535276610644258
0,1,0.05968137254901961,"(0, 2, 21, 1)",1657,0.05535276610644258
0,2,0.05190826330532212,"(0, 2, 21, 1)",1657,0.05535276610644258
0,3,0.041859243697478996,"(0, 2, 21, 1)",1657,0.05535276610644258
1,0,0.04938725490196078,"(0, 2, 21, 1)",1657,0.05535276610644258
1,2,0.06832983193277312,"(0, 2, 21, 1)",1657,0.05535276610644258
1,1,0.054061624649859946,"(0, 2, 21, 1)",1657,0.05535276610644258
1,3,0.04399509803921568,"(0, 2, 21, 1)",1657,0.05535276610644258
2,3,0.08181022408963586,"(0, 2, 21, 1)",1657,0.05535276610644258
2,1,0.046708683473389356,"(0, 2, 21, 1)",1657,0.05535276610644258
2,2,0.054044117647058826,"(0, 2, 21, 1)",1657,0.05535276610644258
2,0,0.08328081232492997,"(0, 2, 21, 1)",1657,0.05535276610644258
3,0,0.04411764705882353,"(0, 2, 21, 1)",1657,0.05535276610644258
3,1,0.06299019607843137,"(0, 2, 21, 1)",1657,0.05535276610644258
3,3,0.05203081232492997,"(0, 2, 21, 1)",1657,0.05535276610644258
3,2,0.049037114845938375,"(0, 2, 21, 1)",1657,0.05535276610644258
0,0,0.046025910364145654,"(0, 2, 21, 16)",1672,0.05258665966386555
0,1,0.053991596638655465,"(0, 2, 21, 16)",1672,0.05258665966386555
0,2,0.05399159663865546,"(0, 2, 21, 16)",1672,0.05258665966386555
0,3,0.046025910364145654,"(0, 2, 21, 16)",1672,0.05258665966386555
1,0,0.040581232492997193,"(0, 2, 21, 16)",1672,0.05258665966386555
1,2,0.05222338935574229,"(0, 2, 21, 16)",1672,0.05258665966386555
1,1,0.05222338935574229,"(0, 2, 21, 16)",1672,0.05258665966386555
1,3,0.0405812324929972,"(0, 2, 21, 16)",1672,0.05258665966386555
2,3,0.06360294117647058,"(0, 2, 21, 16)",1672,0.05258665966386555
2,1,0.05364145658263305,"(0, 2, 21, 16)",1672,0.05258665966386555
2,2,0.05364145658263304,"(0, 2, 21, 16)",1672,0.05258665966386555
2,0,0.06360294117647058,"(0, 2, 21, 16)",1672,0.05258665966386555
3,2,0.0476890756302521,"(0, 2, 21, 16)",1672,0.05258665966386555
3,3,0.06293767507002801,"(0, 2, 21, 16)",1672,0.05258665966386555
3,0,0.06293767507002801,"(0, 2, 21, 16)",1672,0.05258665966386555
3,1,0.0476890756302521,"(0, 2, 21, 16)",1672,0.05258665966386555
0,0,0.05,"(0, 2, 21, 18)",1674,0.05579810049019608
0,1,0.05306372549019607,"(0, 2, 21, 18)",1674,0.05579810049019608
0,2,0.05784313725490196,"(0, 2, 21, 18)",1674,0.05579810049019608
0,3,0.059191176470588226,"(0, 2, 21, 18)",1674,0.05579810049019608
1,0,0.058946078431372555,"(0, 2, 21, 18)",1674,0.05579810049019608
1,2,0.06078431372549019,"(0, 2, 21, 18)",1674,0.05579810049019608
1,1,0.05330882352941176,"(0, 2, 21, 18)",1674,0.05579810049019608
1,3,0.05392156862745097,"(0, 2, 21, 18)",1674,0.05579810049019608
2,3,0.059313725490196076,"(0, 2, 21, 18)",1674,0.05579810049019608
2,1,0.05723039215686275,"(0, 2, 21, 18)",1674,0.05579810049019608
2,2,0.047058823529411764,"(0, 2, 21, 18)",1674,0.05579810049019608
2,0,0.06740196078431374,"(0, 2, 21, 18)",1674,0.05579810049019608
3,3,0.0545343137254902,"(0, 2, 21, 18)",1674,0.05579810049019608
3,0,0.06544117647058827,"(0, 2, 21, 18)",1674,0.05579810049019608
3,1,0.05134803921568627,"(0, 2, 21, 18)",1674,0.05579810049019608
3,2,0.043382352941176476,"(0, 2, 21, 18)",1674,0.05579810049019608
0,0,0.05600490196078431,"(0, 2, 21, 23)",1679,0.05435049019607843
0,1,0.05269607843137254,"(0, 2, 21, 23)",1679,0.05435049019607843
0,2,0.05269607843137254,"(0, 2, 21, 23)",1679,0.05435049019607843
0,3,0.05600490196078431,"(0, 2, 21, 23)",1679,0.05435049019607843
1,0,0.05600490196078431,"(0, 2, 21, 23)",1679,0.05435049019607843
1,2,0.05269607843137255,"(0, 2, 21, 23)",1679,0.05435049019607843
1,1,0.05269607843137254,"(0, 2, 21, 23)",1679,0.05435049019607843
1,3,0.05600490196078431,"(0, 2, 21, 23)",1679,0.05435049019607843
2,3,0.056004901960784316,"(0, 2, 21, 23)",1679,0.05435049019607843
2,1,0.05269607843137254,"(0, 2, 21, 23)",1679,0.05435049019607843
2,2,0.05269607843137254,"(0, 2, 21, 23)",1679,0.05435049019607843
2,0,0.05600490196078431,"(0, 2, 21, 23)",1679,0.05435049019607843
3,3,0.05600490196078432,"(0, 2, 21, 23)",1679,0.05435049019607843
3,2,0.05269607843137255,"(0, 2, 21, 23)",1679,0.05435049019607843
3,1,0.05269607843137255,"(0, 2, 21, 23)",1679,0.05435049019607843
3,0,0.056004901960784316,"(0, 2, 21, 23)",1679,0.05435049019607843
0,0,0.05318627450980391,"(0, 2, 23, 17)",1721,0.05420496323529412
0,1,0.057352941176470586,"(0, 2, 23, 17)",1721,0.05420496323529412
0,2,0.05392156862745098,"(0, 2, 23, 17)",1721,0.05420496323529412
0,3,0.05159313725490196,"(0, 2, 23, 17)",1721,0.05420496323529412
1,0,0.06127450980392157,"(0, 2, 23, 17)",1721,0.05420496323529412
1,2,0.06029411764705882,"(0, 2, 23, 17)",1721,0.05420496323529412
1,1,0.04963235294117646,"(0, 2, 23, 17)",1721,0.05420496323529412
1,3,0.05073529411764705,"(0, 2, 23, 17)",1721,0.05420496323529412
2,3,0.06115196078431372,"(0, 2, 23, 17)",1721,0.05420496323529412
2,2,0.048161764705882355,"(0, 2, 23, 17)",1721,0.05420496323529412
2,1,0.05649509803921568,"(0, 2, 23, 17)",1721,0.05420496323529412
2,0,0.05318627450980392,"(0, 2, 23, 17)",1721,0.05420496323529412
3,2,0.044607843137254896,"(0, 2, 23, 17)",1721,0.05420496323529412
3,3,0.05281862745098039,"(0, 2, 23, 17)",1721,0.05420496323529412
3,1,0.06090686274509804,"(0, 2, 23, 17)",1721,0.05420496323529412
3,0,0.051960784313725486,"(0, 2, 23, 17)",1721,0.05420496323529412
0,0,0.0411764705882353,"(0, 3, 0, 0)",1728,0.07286305147058823
0,1,0.09926470588235294,"(0, 3, 0, 0)",1728,0.07286305147058823
0,2,0.07727591036414565,"(0, 3, 0, 0)",1728,0.07286305147058823
0,3,0.028571428571428574,"(0, 3, 0, 0)",1728,0.07286305147058823
1,0,0.09558823529411764,"(0, 3, 0, 0)",1728,0.07286305147058823
1,2,0.13566176470588234,"(0, 3, 0, 0)",1728,0.07286305147058823
1,3,0.0766281512605042,"(0, 3, 0, 0)",1728,0.07286305147058823
1,1,0.11906512605042016,"(0, 3, 0, 0)",1728,0.07286305147058823
2,0,0.0411764705882353,"(0, 3, 0, 0)",1728,0.07286305147058823
2,1,0.09926470588235294,"(0, 3, 0, 0)",1728,0.07286305147058823
2,2,0.07727591036414565,"(0, 3, 0, 0)",1728,0.07286305147058823
2,3,0.02857142857142857,"(0, 3, 0, 0)",1728,0.07286305147058823
3,0,0.0411764705882353,"(0, 3, 0, 0)",1728,0.07286305147058823
3,1,0.09926470588235294,"(0, 3, 0, 0)",1728,0.07286305147058823
3,2,0.07727591036414568,"(0, 3, 0, 0)",1728,0.07286305147058823
3,3,0.028571428571428567,"(0, 3, 0, 0)",1728,0.07286305147058823
0,0,0.037745098039215684,"(0, 3, 0, 12)",1740,0.06678921568627451
0,1,0.0866421568627451,"(0, 3, 0, 12)",1740,0.06678921568627451
0,2,0.0866421568627451,"(0, 3, 0, 12)",1740,0.06678921568627451
0,3,0.03774509803921569,"(0, 3, 0, 12)",1740,0.06678921568627451
1,0,0.04558823529411764,"(0, 3, 0, 12)",1740,0.06678921568627451
1,2,0.09227941176470589,"(0, 3, 0, 12)",1740,0.06678921568627451
1,3,0.0650735294117647,"(0, 3, 0, 12)",1740,0.06678921568627451
1,1,0.08259803921568629,"(0, 3, 0, 12)",1740,0.06678921568627451
2,0,0.037745098039215684,"(0, 3, 0, 12)",1740,0.06678921568627451
2,1,0.0866421568627451,"(0, 3, 0, 12)",1740,0.06678921568627451
2,2,0.0866421568627451,"(0, 3, 0, 12)",1740,0.06678921568627451
2,3,0.037745098039215684,"(0, 3, 0, 12)",1740,0.06678921568627451
3,2,0.08259803921568627,"(0, 3, 0, 12)",1740,0.06678921568627451
3,0,0.0650735294117647,"(0, 3, 0, 12)",1740,0.06678921568627451
3,1,0.09227941176470589,"(0, 3, 0, 12)",1740,0.06678921568627451
3,3,0.045588235294117645,"(0, 3, 0, 12)",1740,0.06678921568627451
0,0,0.0366421568627451,"(0, 3, 1, 8)",1760,0.05973498774509804
0,1,0.06973039215686273,"(0, 3, 1, 8)",1760,0.05973498774509804
0,2,0.055882352941176466,"(0, 3, 1, 8)",1760,0.05973498774509804
0,3,0.02475490196078431,"(0, 3, 1, 8)",1760,0.05973498774509804
1,0,0.05392156862745098,"(0, 3, 1, 8)",1760,0.05973498774509804
1,2,0.07598039215686274,"(0, 3, 1, 8)",1760,0.05973498774509804
1,3,0.04914215686274509,"(0, 3, 1, 8)",1760,0.05973498774509804
1,1,0.07757352941176471,"(0, 3, 1, 8)",1760,0.05973498774509804
2,0,0.04068627450980393,"(0, 3, 1, 8)",1760,0.05973498774509804
2,1,0.07916666666666666,"(0, 3, 1, 8)",1760,0.05973498774509804
2,3,0.05196078431372548,"(0, 3, 1, 8)",1760,0.05973498774509804
2,2,0.042279411764705885,"(0, 3, 1, 8)",1760,0.05973498774509804
3,1,0.07009803921568628,"(0, 3, 1, 8)",1760,0.05973498774509804
3,2,0.06299019607843137,"(0, 3, 1, 8)",1760,0.05973498774509804
3,0,0.09644607843137255,"(0, 3, 1, 8)",1760,0.05973498774509804
3,3,0.0685049019607843,"(0, 3, 1, 8)",1760,0.05973498774509804
0,0,0.040931372549019615,"(0, 3, 1, 23)",1775,0.05503873424369748
0,1,0.0698004201680672,"(0, 3, 1, 23)",1775,0.05503873424369748
0,2,0.04952731092436974,"(0, 3, 1, 23)",1775,0.05503873424369748
0,3,0.04068627450980392,"(0, 3, 1, 23)",1775,0.05503873424369748
1,0,0.05992647058823528,"(0, 3, 1, 23)",1775,0.05503873424369748
1,2,0.0715686274509804,"(0, 3, 1, 23)",1775,0.05503873424369748
1,3,0.045413165266106434,"(0, 3, 1, 23)",1775,0.05503873424369748
1,1,0.052958683473389355,"(0, 3, 1, 23)",1775,0.05503873424369748
2,0,0.04154411764705883,"(0, 3, 1, 23)",1775,0.05503873424369748
2,1,0.07114845938375351,"(0, 3, 1, 23)",1775,0.05503873424369748
2,3,0.04945728291316526,"(0, 3, 1, 23)",1775,0.05503873424369748
2,2,0.03921568627450981,"(0, 3, 1, 23)",1775,0.05503873424369748
3,3,0.07421218487394958,"(0, 3, 1, 23)",1775,0.05503873424369748
3,2,0.05075280112044818,"(0, 3, 1, 23)",1775,0.05503873424369748
3,1,0.054901960784313725,"(0, 3, 1, 23)",1775,0.05503873424369748
3,0,0.06857492997198879,"(0, 3, 1, 23)",1775,0.05503873424369748
0,0,0.03639705882352941,"(0, 3, 2, 7)",1783,0.060922181372549025
0,1,0.07916666666666666,"(0, 3, 2, 7)",1783,0.060922181372549025
0,2,0.06053921568627452,"(0, 3, 2, 7)",1783,0.060922181372549025
0,3,0.027573529411764705,"(0, 3, 2, 7)",1783,0.060922181372549025
1,0,0.05134803921568627,"(0, 3, 2, 7)",1783,0.060922181372549025
1,2,0.08051470588235295,"(0, 3, 2, 7)",1783,0.060922181372549025
1,3,0.04889705882352941,"(0, 3, 2, 7)",1783,0.060922181372549025
1,1,0.07058823529411765,"(0, 3, 2, 7)",1783,0.060922181372549025
2,0,0.040686274509803916,"(0, 3, 2, 7)",1783,0.060922181372549025
2,2,0.07855392156862745,"(0, 3, 2, 7)",1783,0.060922181372549025
2,1,0.06605392156862745,"(0, 3, 2, 7)",1783,0.060922181372549025
2,3,0.0321078431372549,"(0, 3, 2, 7)",1783,0.060922181372549025
3,1,0.07830882352941178,"(0, 3, 2, 7)",1783,0.060922181372549025
3,0,0.0889705882352941,"(0, 3, 2, 7)",1783,0.060922181372549025
3,3,0.08051470588235293,"(0, 3, 2, 7)",1783,0.060922181372549025
3,2,0.05453431372549019,"(0, 3, 2, 7)",1783,0.060922181372549025
0,0,0.05829248366013072,"(0, 3, 3, 0)",1800,0.06989670868347338
0,1,0.11203898225957049,"(0, 3, 3, 0)",1800,0.06989670868347338
0,2,0.07336017740429504,"(0, 3, 3, 0)",1800,0.06989670868347338
0,3,0.03409780578898226,"(0, 3, 3, 0)",1800,0.06989670868347338
1,0,0.05906862745098039,"(0, 3, 3, 0)",1800,0.06989670868347338
1,2,0.10016339869281045,"(0, 3, 3, 0)",1800,0.06989670868347338
1,3,0.06190476190476191,"(0, 3, 3, 0)",1800,0.06989670868347338
1,1,0.06024743230625583,"(0, 3, 3, 0)",1800,0.06989670868347338
2,0,0.05906862745098039,"(0, 3, 3, 0)",1800,0.06989670868347338
2,2,0.10016339869281045,"(0, 3, 3, 0)",1800,0.06989670868347338
2,3,0.06190476190476189,"(0, 3, 3, 0)",1800,0.06989670868347338
2,1,0.06024743230625583,"(0, 3, 3, 0)",1800,0.06989670868347338
3,0,0.05829248366013071,"(0, 3, 3, 0)",1800,0.06989670868347338
3,1,0.11203898225957049,"(0, 3, 3, 0)",1800,0.06989670868347338
3,2,0.07336017740429504,"(0, 3, 3, 0)",1800,0.06989670868347338
3,3,0.03409780578898226,"(0, 3, 3, 0)",1800,0.06989670868347338
0,0,0.05031512605042018,"(0, 3, 3, 8)",1808,0.060718662464986
0,1,0.08168767507002803,"(0, 3, 3, 8)",1808,0.060718662464986
0,2,0.06377801120448177,"(0, 3, 3, 8)",1808,0.060718662464986
0,3,0.03737745098039216,"(0, 3, 3, 8)",1808,0.060718662464986
1,0,0.03797268907563026,"(0, 3, 3, 8)",1808,0.060718662464986
1,2,0.06158963585434174,"(0, 3, 3, 8)",1808,0.060718662464986
1,3,0.058035714285714295,"(0, 3, 3, 8)",1808,0.060718662464986
1,1,0.05448179271708683,"(0, 3, 3, 8)",1808,0.060718662464986
2,0,0.03797268907563026,"(0, 3, 3, 8)",1808,0.060718662464986
2,2,0.06158963585434174,"(0, 3, 3, 8)",1808,0.060718662464986
2,3,0.058035714285714295,"(0, 3, 3, 8)",1808,0.060718662464986
2,1,0.05448179271708683,"(0, 3, 3, 8)",1808,0.060718662464986
3,1,0.08746498599439777,"(0, 3, 3, 8)",1808,0.060718662464986
3,2,0.05175070028011204,"(0, 3, 3, 8)",1808,0.060718662464986
3,0,0.09189425770308124,"(0, 3, 3, 8)",1808,0.060718662464986
3,3,0.08307072829131652,"(0, 3, 3, 8)",1808,0.060718662464986
0,0,0.04732142857142858,"(0, 3, 3, 9)",1809,0.058006535947712407
0,1,0.07252567693744164,"(0, 3, 3, 9)",1809,0.058006535947712407
0,2,0.058800186741363204,"(0, 3, 3, 9)",1809,0.058006535947712407
0,3,0.043382352941176476,"(0, 3, 3, 9)",1809,0.058006535947712407
1,0,0.04790499533146591,"(0, 3, 3, 9)",1809,0.058006535947712407
1,2,0.06196895424836602,"(0, 3, 3, 9)",1809,0.058006535947712407
1,3,0.0512546685340803,"(0, 3, 3, 9)",1809,0.058006535947712407
1,1,0.046982959850606895,"(0, 3, 3, 9)",1809,0.058006535947712407
2,0,0.04790499533146591,"(0, 3, 3, 9)",1809,0.058006535947712407
