instance_id,jobs,machines,complexity_0_1,category,s_iforest,s_lof,s_knn,s_km,complexity_prior_0_1,complexity_unsupervised_0_1,complexity_supervised_0_1,cv_r2_mean_supervised,status,blend_w_unsup,blend_w_prior,blend_w_sup
35-21-0.pt,35,21,0.4156224364812206,medium,0.02629148587324496,0.05366238631421366,0.10390401978006958,0.05625,0.6666896377475315,0.05625,14.805314060966095,0.9906380919768368,1.0,0.35,0.15,0.5
35-22-0.pt,35,22,0.45663646031366706,hard,0.020506998947689044,0.0502917328249658,0.10700133550178485,0.6383333333333333,0.6759110994124358,0.6383333333333333,15.549266784086058,0.9906380919768368,1.0,0.35,0.15,0.5
35-23-0.pt,35,23,0.46680007624852493,hard,0.01633381672113602,0.04621569744987993,0.1102913821336107,0.6345833333333334,0.6847723871686325,0.6345833333333334,15.871488651396781,0.9906380919768368,1.0,0.35,0.15,0.5
35-24-0.pt,35,24,0.4899149023121407,hard,0.009513637223170151,0.040167988050220635,0.1129809056841381,0.6529166666666667,0.6935912607654566,0.6529166666666667,16.58341276748792,0.9906380919768368,1.0,0.35,0.15,0.5
35-25-0.pt,35,25,0.47118114469227956,hard,0.01363032435595621,0.03659082869068124,0.11552243633936768,0.10166666666666667,0.7024532044085993,0.10166666666666667,16.50928110551758,0.9906380919768368,1.0,0.35,0.15,0.5
35-26-0.pt,35,26,0.4964975209722587,hard,0.02589873251683154,0.036225481497826714,0.11845508671792646,0.29875,0.7107017454088685,0.29875,17.121497551733462,0.9906380919768368,1.0,0.35,0.15,0.5
35-27-0.pt,35,27,0.5218897023879392,hard,0.026715843935125203,0.030139284186666403,0.12129382814174292,0.5916666666666667,0.7188313995800502,0.5916666666666667,17.645159792627176,0.9906380919768368,1.0,0.35,0.15,0.5
35-28-0.pt,35,28,0.5417380311617739,hard,0.027784591301844148,0.026571928878782687,0.12364910803382465,0.5829166666666666,0.7268306993611303,0.5829166666666666,18.27956276261368,0.9906380919768368,1.0,0.35,0.15,0.5
35-29-0.pt,35,29,0.5516484217925502,hard,0.016597321571051652,0.02274353149779,0.12610375790746056,0.5854166666666667,0.7347242248371939,0.5854166666666667,18.588214057479796,0.9906380919768368,1.0,0.35,0.15,0.5
35-3-0.pt,35,3,0.21309019168274732,medium,0.4174258705823026,0.1988494065665809,0.02962867740080527,0.3229166666666667,0.37706058820547733,0.3229166666666667,8.248076871087381,0.9906380919768368,1.0,0.35,0.15,0.5
35-30-0.pt,35,30,0.5537453852660381,hard,0.014941633721293604,0.02192665871164959,0.12886883994395143,0.16916666666666666,0.7419356719127714,0.16916666666666666,19.047052981230912,0.9906380919768368,1.0,0.35,0.15,0.5
35-31-0.pt,35,31,0.5583023591857247,hard,0.020242631714572704,0.018756417367321837,0.1315239140325236,0.5316666666666666,0.7498121383334218,0.5316666666666666,18.84409866890052,0.9906380919768368,1.0,0.35,0.15,0.5
35-32-0.pt,35,32,0.5833827627002854,hard,0.01634897453849066,0.01800002335331779,0.13396706880618015,0.235,0.7571775779222852,0.235,19.91807215806068,0.9906380919768368,1.0,0.35,0.15,0.5
35-33-0.pt,35,33,0.5910796425203146,hard,0.028712753162023534,0.018437138069360523,0.13656475552460204,0.06291666666666666,0.764706710205324,0.06291666666666666,20.322475504010452,0.9906380919768368,1.0,0.35,0.15,0.5
35-34-0.pt,35,34,0.5997646953615301,hard,0.05610442769308024,0.021652921827638213,0.13907996016403937,0.12666666666666668,0.7723393157765469,0.12666666666666668,20.534215230878576,0.9906380919768368,1.0,0.35,0.15,0.5
35-35-0.pt,35,35,0.6287644385164581,hard,0.06835402170643447,0.0259880796438127,0.14147483239687378,0.4325,0.7794036244510811,0.4325,21.16043328852516,0.9906380919768368,1.0,0.35,0.15,0.5
35-36-0.pt,35,36,0.6811955967101306,hard,0.07135423827432999,0.02889144584607604,0.14388174174454188,0.00375,0.7865333074783621,0.00375,23.227168675832782,0.9906380919768368,1.0,0.35,0.15,0.5
